"Source","Role","ConversationTitle","ConversationId","MessageId","OriginalName","Bytes","Hash","Duplicate","ExportPath","Lang"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","205e01f6-a3bf-4eb0-8f98-30fb193dcde0","Show-ResultsWindow","1171","717C5CE7","False","D:\Gorstak\Powershell\ChatGPT\Show-ResultsWindow\205e01f6_1171b_717C5CE7.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","205e01f6-a3bf-4eb0-8f98-30fb193dcde0","Untitled","125","5AD1E561","False","D:\Gorstak\Powershell\ChatGPT\Untitled\205e01f6_125b_5AD1E561.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","205e01f6-a3bf-4eb0-8f98-30fb193dcde0","Untitled","257","BCED8F7D","False","D:\Gorstak\Powershell\ChatGPT\Untitled\205e01f6_257b_BCED8F7D.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","26834468-f307-43c7-9e12-ca6379212682","Test-CPU","5787","81460BFB","False","D:\Gorstak\Powershell\ChatGPT\Test-CPU\26834468_5787b_81460BFB.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","2c5a6a95-a189-4b40-a7cb-f522aad45325","Test-CPU","6062","881DE36A","False","D:\Gorstak\Powershell\ChatGPT\Test-CPU\2c5a6a95_6062b_881DE36A.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","4e0a728e-1ee2-45bf-af4b-4d94d964963d","Untitled","658","721487B4","False","D:\Gorstak\Powershell\ChatGPT\Untitled\4e0a728e_658b_721487B4.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","6b9662f3-bd41-4d7e-ab86-1910d87d6e9d","Untitled","176","58EFC4F3","False","D:\Gorstak\Powershell\ChatGPT\Untitled\6b9662f3_176b_58EFC4F3.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","6b9662f3-bd41-4d7e-ab86-1910d87d6e9d","Untitled","211","DFB05D64","False","D:\Gorstak\Powershell\ChatGPT\Untitled\6b9662f3_211b_DFB05D64.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","6b9662f3-bd41-4d7e-ab86-1910d87d6e9d","Show-ResultsWindow","1051","7D5B7756","False","D:\Gorstak\Powershell\ChatGPT\Show-ResultsWindow\6b9662f3_1051b_7D5B7756.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","7a8a4f9b-645d-441c-8b70-119ffa4a8535","Test-CPU","4950","7F210E9B","False","D:\Gorstak\Powershell\ChatGPT\Test-CPU\7a8a4f9b_4950b_7F210E9B.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","a6b47f6f-734d-4925-a038-1a28d7672432","Test-CPU","5986","1E7CFA0A","False","D:\Gorstak\Powershell\ChatGPT\Test-CPU\a6b47f6f_5986b_1E7CFA0A.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","d988d6cb-d0ea-409b-8101-49cc30818ee8","Untitled","121","9582121A","False","D:\Gorstak\Powershell\ChatGPT\Untitled\d988d6cb_121b_9582121A.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","d988d6cb-d0ea-409b-8101-49cc30818ee8","Untitled","130","0551468C","False","D:\Gorstak\Powershell\ChatGPT\Untitled\d988d6cb_130b_0551468C.ps1","powershell"
"fence","assistant","Benchmark Script Optimization","68734ff3-bc18-8004-a940-269cc5a8607e","d988d6cb-d0ea-409b-8101-49cc30818ee8","Untitled","171","F08BAED1","False","D:\Gorstak\Powershell\ChatGPT\Untitled\d988d6cb_171b_F08BAED1.ps1","powershell"
"fence","assistant","Script crash debugging","687e0a84-8fb0-8004-aa7b-88c36057261e","9e226cca-cdb1-406e-abaf-86eb0813d504","Untitled","179","A8FA915C","False","D:\Gorstak\Powershell\ChatGPT\Untitled\9e226cca_179b_A8FA915C.ps1","powershell"
"fence","assistant","Script crash debugging","687e0a84-8fb0-8004-aa7b-88c36057261e","b37894c8-18a3-4186-a1e5-d72606035022","Untitled","133","6E56B08F","False","D:\Gorstak\Powershell\ChatGPT\Untitled\b37894c8_133b_6E56B08F.ps1","powershell"
"fence","assistant","Script crash debugging","687e0a84-8fb0-8004-aa7b-88c36057261e","b37894c8-18a3-4186-a1e5-d72606035022","Untitled","127","D39F33A3","False","D:\Gorstak\Powershell\ChatGPT\Untitled\b37894c8_127b_D39F33A3.ps1","powershell"
"fence","assistant","Script crash debugging","687e0a84-8fb0-8004-aa7b-88c36057261e","b37894c8-18a3-4186-a1e5-d72606035022","Untitled","123","46445796","False","D:\Gorstak\Powershell\ChatGPT\Untitled\b37894c8_123b_46445796.ps1","powershell"
"fence","assistant","Script crash debugging","687e0a84-8fb0-8004-aa7b-88c36057261e","b37894c8-18a3-4186-a1e5-d72606035022","Untitled","354","36278AC1","False","D:\Gorstak\Powershell\ChatGPT\Untitled\b37894c8_354b_36278AC1.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","1c133156-72ab-43f8-8f31-d8e0b9e31b02","GShield","2021","3534CCEF","False","D:\Gorstak\Powershell\ChatGPT\GShield\1c133156_2021b_3534CCEF.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","3670cc66-5575-4b18-b242-cedf9240fd2d","GShield","5237","6D2C217B","False","D:\Gorstak\Powershell\ChatGPT\GShield\3670cc66_5237b_6D2C217B.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","3670cc66-5575-4b18-b242-cedf9240fd2d","GShield","159","1177FEDC","False","D:\Gorstak\Powershell\ChatGPT\GShield\3670cc66_159b_1177FEDC.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","60e36517-b77b-4752-8e61-073ba7cf0086","GShield","2339","D571F6DD","False","D:\Gorstak\Powershell\ChatGPT\GShield\60e36517_2339b_D571F6DD.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","74527b89-cdb1-4ca1-b725-e64205567a9c","GShield","2648","59EEA302","False","D:\Gorstak\Powershell\ChatGPT\GShield\74527b89_2648b_59EEA302.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","a68733e4-ab96-4591-85ce-5964ac0d9fa0","GShield","2242","1D870894","False","D:\Gorstak\Powershell\ChatGPT\GShield\a68733e4_2242b_1D870894.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","aeebe643-c5fc-4562-984a-651c55462cd8","GShield","7138","0AE6453B","False","D:\Gorstak\Powershell\ChatGPT\GShield\aeebe643_7138b_0AE6453B.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","d2820299-4146-4923-9e9f-310779b00bf5","GShield","188","7A72E45E","False","D:\Gorstak\Powershell\ChatGPT\GShield\d2820299_188b_7A72E45E.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","e7303e36-354c-4899-8791-9a5743f26c7e","GShield","606","6B0508DC","False","D:\Gorstak\Powershell\ChatGPT\GShield\e7303e36_606b_6B0508DC.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","e7303e36-354c-4899-8791-9a5743f26c7e","GShield","383","340D53E7","False","D:\Gorstak\Powershell\ChatGPT\GShield\e7303e36_383b_340D53E7.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","e7303e36-354c-4899-8791-9a5743f26c7e","GShield","418","FAB524A7","False","D:\Gorstak\Powershell\ChatGPT\GShield\e7303e36_418b_FAB524A7.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","e7303e36-354c-4899-8791-9a5743f26c7e","GShield","788","110492BF","False","D:\Gorstak\Powershell\ChatGPT\GShield\e7303e36_788b_110492BF.ps1","powershell"
"fence","assistant","GShield Script Optimization","687f8dce-888c-8333-b20f-455faf6db7a7","ee814e69-f174-4ee5-a7eb-1f4100ef7f2d","GShield","163","A2B16624","False","D:\Gorstak\Powershell\ChatGPT\GShield\ee814e69_163b_A2B16624.ps1","powershell"
"fence","assistant","GShield PID overwrite error","687fe1d3-1424-8321-b70e-9602f8840c05","fe86718c-c090-4120-9805-d915e307f228","GShield","342","382881B9","False","D:\Gorstak\Powershell\ChatGPT\GShield\fe86718c_342b_382881B9.ps1","powershell"
"fence","assistant","GShield PID overwrite error","687fe1d3-1424-8321-b70e-9602f8840c05","fe86718c-c090-4120-9805-d915e307f228","GShield","155","7EE1CF9E","False","D:\Gorstak\Powershell\ChatGPT\GShield\fe86718c_155b_7EE1CF9E.ps1","powershell"
"fence","assistant","GShield PID overwrite error","687fe1d3-1424-8321-b70e-9602f8840c05","fe86718c-c090-4120-9805-d915e307f228","GShield","162","A7B8FAD6","False","D:\Gorstak\Powershell\ChatGPT\GShield\fe86718c_162b_A7B8FAD6.ps1","powershell"
"fence","assistant","C# wrapper for batch file","68895219-d958-8332-8595-ef67e21c7f02","252c73fd-dc60-4886-940c-9f7672744dde","Untitled","660","98D3D414","False","D:\Gorstak\Powershell\ChatGPT\Untitled\252c73fd_660b_98D3D414.ps1","powershell"
"fence","assistant","Script copy fix","68d9fb14-b318-8330-bf52-138f8b2343ed","8e1f022a-9976-4cb3-bcb6-e65008f5bc50","Midas","597","49D2D218","False","D:\Gorstak\Powershell\ChatGPT\Midas\8e1f022a_597b_49D2D218.ps1","powershell"
"fence","assistant","Script copy fix","68d9fb14-b318-8330-bf52-138f8b2343ed","f68a4c70-f181-402f-999b-96d9696f4ba3","Untitled","467","CF69C642","False","D:\Gorstak\Powershell\ChatGPT\Untitled\f68a4c70_467b_CF69C642.ps1","powershell"
"fence","assistant","Script copy fix","68d9fb14-b318-8330-bf52-138f8b2343ed","f68a4c70-f181-402f-999b-96d9696f4ba3","Midas","131","57D7217C","False","D:\Gorstak\Powershell\ChatGPT\Midas\f68a4c70_131b_57D7217C.ps1","powershell"
"fence","assistant","PowerShell allowed drivers function","68e11aa1-bcdc-832f-b986-24cd49b929af","376a6593-5c8c-4bff-afc7-734987f58756","Enforce-AllowedDrivers","1746","3026A18D","False","D:\Gorstak\Powershell\ChatGPT\Enforce-AllowedDrivers\376a6593_1746b_3026A18D.ps1","powershell"
"fence","assistant","PowerShell allowed drivers function","68e11aa1-bcdc-832f-b986-24cd49b929af","63be7251-6a88-44db-a695-2926b0656f71","Enforce-AllowedDrivers","1001","8EFEB5ED","False","D:\Gorstak\Powershell\ChatGPT\Enforce-AllowedDrivers\63be7251_1001b_8EFEB5ED.ps1","powershell"
"fence","assistant","Simplified antivirus script","68e11d0b-82e8-8326-bebc-70847f54f6f4","5a50fbc8-d225-41dc-bcf6-4a56f2fb573f","Antivirus","8406","431B1590","False","D:\Gorstak\Powershell\ChatGPT\Antivirus\5a50fbc8_8406b_431B1590.ps1","powershell"
"fence","assistant","Simplified antivirus script","68e11d0b-82e8-8326-bebc-70847f54f6f4","fcece44d-806c-47ff-97d6-83d1777f9606","Antivirus","2577","CFF917CF","False","D:\Gorstak\Powershell\ChatGPT\Antivirus\fcece44d_2577b_CFF917CF.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","044a9820-b0ef-4e90-a3c5-2abeb3a7f631","Untitled","256","BECB4145","False","D:\Gorstak\Powershell\ChatGPT\Untitled\044a9820_256b_BECB4145.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","044a9820-b0ef-4e90-a3c5-2abeb3a7f631","Untitled","276","88B90F3D","False","D:\Gorstak\Powershell\ChatGPT\Untitled\044a9820_276b_88B90F3D.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","044a9820-b0ef-4e90-a3c5-2abeb3a7f631","Untitled","294","8DB274D3","False","D:\Gorstak\Powershell\ChatGPT\Untitled\044a9820_294b_8DB274D3.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","044a9820-b0ef-4e90-a3c5-2abeb3a7f631","Untitled","171","F6EC4627","False","D:\Gorstak\Powershell\ChatGPT\Untitled\044a9820_171b_F6EC4627.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","3a502bc8-3fc1-41f1-8662-5a31014f26e2","Untitled","891","DD402BC8","False","D:\Gorstak\Powershell\ChatGPT\Untitled\3a502bc8_891b_DD402BC8.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","8ff60ef0-69b9-4d05-b5e9-456a705b8602","Untitled","527","E9693EEA","False","D:\Gorstak\Powershell\ChatGPT\Untitled\8ff60ef0_527b_E9693EEA.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","8ff60ef0-69b9-4d05-b5e9-456a705b8602","Antivirus","2796","4C5F996E","False","D:\Gorstak\Powershell\ChatGPT\Antivirus\8ff60ef0_2796b_4C5F996E.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","ca11b8bc-ae03-4d03-9dec-950d17dbf43c","Untitled","307","45AFD015","False","D:\Gorstak\Powershell\ChatGPT\Untitled\ca11b8bc_307b_45AFD015.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","ca11b8bc-ae03-4d03-9dec-950d17dbf43c","Antivirus","2797","512CA917","False","D:\Gorstak\Powershell\ChatGPT\Antivirus\ca11b8bc_2797b_512CA917.ps1","powershell"
"fence","assistant","Monitor exe and dll files","68e11f4b-a36c-8330-ae3f-7f53ab792fb7","e0d611a0-3abd-439f-b4ce-c67b4b38e39a","Monitor exe and dll files","2592","BD4F26E7","False","D:\Gorstak\Powershell\ChatGPT\Monitor exe and dll files\e0d611a0_2592b_BD4F26E7.ps1","powershell"
"fence","assistant","Script password reset review","68e12471-62ac-832d-96cd-29e0684c249a","2e9aa52f-d295-46fa-b16e-e1d091cac044","Set-NewRandomPassword","3906","DBADE1C4","False","D:\Gorstak\Powershell\ChatGPT\Set-NewRandomPassword\2e9aa52f_3906b_DBADE1C4.ps1","powershell"
"fence","assistant","Script password reset review","68e12471-62ac-832d-96cd-29e0684c249a","81698e49-638e-42b8-b512-29ca5b5ee6b8","Set-NewRandomPassword","3969","2034B2C6","False","D:\Gorstak\Powershell\ChatGPT\Set-NewRandomPassword\81698e49_3969b_2034B2C6.ps1","powershell"
"fence","assistant","Script password reset review","68e12471-62ac-832d-96cd-29e0684c249a","b10831d4-8c3d-4b09-851b-773a547cd732","Set-NewRandomPassword","3840","3C1B71EF","False","D:\Gorstak\Powershell\ChatGPT\Set-NewRandomPassword\b10831d4_3840b_3C1B71EF.ps1","powershell"
"fence","assistant","Script password reset review","68e12471-62ac-832d-96cd-29e0684c249a","cd8ac56d-8c17-444e-ad04-0f5c591a9d42","Set-NewRandomPassword","3498","36620EA1","False","D:\Gorstak\Powershell\ChatGPT\Set-NewRandomPassword\cd8ac56d_3498b_36620EA1.ps1","powershell"
"fence","assistant","Monitor exe files","68e23131-5470-832a-8a7a-dab1e8b476e3","64a88303-3b34-4533-8a95-9ef111ccac60","Untitled","253","C3D8341C","False","D:\Gorstak\Powershell\ChatGPT\Untitled\64a88303_253b_C3D8341C.ps1","powershell"
"fence","assistant","Monitor exe files","68e23131-5470-832a-8a7a-dab1e8b476e3","94403dca-e56b-4166-8679-d954c9d78e04","Untitled","656","DE303785","False","D:\Gorstak\Powershell\ChatGPT\Untitled\94403dca_656b_DE303785.ps1","powershell"
"fence","assistant","Monitor exe files","68e23131-5470-832a-8a7a-dab1e8b476e3","cccbbcc1-9418-4b5e-a591-e406ea0b8814","Monitor exe files","1577","22A78FC1","False","D:\Gorstak\Powershell\ChatGPT\Monitor exe files\cccbbcc1_1577b_22A78FC1.ps1","powershell"
"fence","assistant","Monitor exe files","68e23131-5470-832a-8a7a-dab1e8b476e3","dde10478-6e9d-470b-b3dd-460fd63cad57","Untitled","126","1D5418EC","False","D:\Gorstak\Powershell\ChatGPT\Untitled\dde10478_126b_1D5418EC.ps1","powershell"
"fence","assistant","Running script with restrictions","68e660ff-4734-8327-822f-af16cdc5e2af","7d7ab472-aef8-4088-b490-6f62b0fadde3","CosmicClean","173","90726B3B","False","D:\Gorstak\Powershell\ChatGPT\CosmicClean\7d7ab472_173b_90726B3B.ps1","powershell"
"fence","assistant","Running script with restrictions","68e660ff-4734-8327-822f-af16cdc5e2af","9d8ec557-99ec-4241-bbff-7d08a0bfc28b","CosmicClean","278","051D317D","False","D:\Gorstak\Powershell\ChatGPT\CosmicClean\9d8ec557_278b_051D317D.ps1","powershell"
"fence","assistant","PowerShell script review","68ec693b-38f8-8332-ae16-7f6b7948228e","998b64db-f3b7-46e5-8ef4-f71943d840d3","GSecurity","2201","D0616D85","False","D:\Gorstak\Powershell\ChatGPT\GSecurity\998b64db_2201b_D0616D85.ps1","powershell"
"fence","assistant","PowerShell script review","68ec693b-38f8-8332-ae16-7f6b7948228e","998b64db-f3b7-46e5-8ef4-f71943d840d3","GSecurity","1216","FDBA0670","False","D:\Gorstak\Powershell\ChatGPT\GSecurity\998b64db_1216b_FDBA0670.ps1","powershell"
"fence","assistant","PowerShell script review","68ec693b-38f8-8332-ae16-7f6b7948228e","998b64db-f3b7-46e5-8ef4-f71943d840d3","Untitled","790","8DF67A4E","False","D:\Gorstak\Powershell\ChatGPT\Untitled\998b64db_790b_8DF67A4E.ps1","powershell"
"fence","assistant","PowerShell script review","68ec693b-38f8-8332-ae16-7f6b7948228e","998b64db-f3b7-46e5-8ef4-f71943d840d3","GSecurity","1751","96114F4A","False","D:\Gorstak\Powershell\ChatGPT\GSecurity\998b64db_1751b_96114F4A.ps1","powershell"
"fence","assistant","PowerShell script review","68ec693b-38f8-8332-ae16-7f6b7948228e","998b64db-f3b7-46e5-8ef4-f71943d840d3","Untitled","163","B43D594B","False","D:\Gorstak\Powershell\ChatGPT\Untitled\998b64db_163b_B43D594B.ps1","powershell"
"fence","assistant","Netstat output explanation","68ec756f-4384-8333-b426-3be1279c862e","6765ab9e-20b2-4826-9116-e446a417cb98","Hardening","383","3759F354","False","D:\Gorstak\Powershell\ChatGPT\Hardening\6765ab9e_383b_3759F354.ps1","powershell"
"fence","assistant","Netstat output explanation","68ec756f-4384-8333-b426-3be1279c862e","6765ab9e-20b2-4826-9116-e446a417cb98","Untitled","549","FD15E469","False","D:\Gorstak\Powershell\ChatGPT\Untitled\6765ab9e_549b_FD15E469.ps1","powershell"
"fence","assistant","Netstat output explanation","68ec756f-4384-8333-b426-3be1279c862e","7bdd7428-a577-4512-95ff-ad382577a8f2","Untitled","310","29668A2E","False","D:\Gorstak\Powershell\ChatGPT\Untitled\7bdd7428_310b_29668A2E.ps1","powershell"
"fence","assistant","PowerShell database analysis","68ed8590-bfd4-8330-9c74-c8a0fcaacbe5","8360c961-8ec1-4c4a-b4e0-9fea38d5da49","Guard","149","BAFCCB82","False","D:\Gorstak\Powershell\ChatGPT\Guard\8360c961_149b_BAFCCB82.ps1","powershell"
"fence","assistant","PowerShell database analysis","68ed8590-bfd4-8330-9c74-c8a0fcaacbe5","8360c961-8ec1-4c4a-b4e0-9fea38d5da49","Guard","24566","8E66E706","False","D:\Gorstak\Powershell\ChatGPT\Guard\8360c961_24566b_8E66E706.ps1","powershell"
"fence","assistant","PowerShell database analysis","68ed8590-bfd4-8330-9c74-c8a0fcaacbe5","dfe31053-0920-436c-bafc-eb3ec9404f95","Get-TS","14826","AA7C9F2A","False","D:\Gorstak\Powershell\ChatGPT\Get-TS\dfe31053_14826b_AA7C9F2A.ps1","powershell"
"fence","assistant","Skip ctfmon.exe cleaning","68f0e3e5-99b0-8332-9629-d5590011cdcb","1c787061-f65d-4135-8842-0d6cc48cac39","Untitled","154","BBAED5F2","False","D:\Gorstak\Powershell\ChatGPT\Untitled\1c787061_154b_BBAED5F2.ps1","powershell"
"fence","assistant","Skip ctfmon.exe cleaning","68f0e3e5-99b0-8332-9629-d5590011cdcb","1c787061-f65d-4135-8842-0d6cc48cac39","Untitled","234","DADF7894","False","D:\Gorstak\Powershell\ChatGPT\Untitled\1c787061_234b_DADF7894.ps1","powershell"
"fence","assistant","Skip ctfmon.exe cleaning","68f0e3e5-99b0-8332-9629-d5590011cdcb","951f235c-e3de-46a1-9028-2b10d7f5c368","Untitled","231","C943FC7B","False","D:\Gorstak\Powershell\ChatGPT\Untitled\951f235c_231b_C943FC7B.ps1","powershell"
"fence","assistant","Skip ctfmon.exe cleaning","68f0e3e5-99b0-8332-9629-d5590011cdcb","e920503a-5701-4268-b2f0-b10d95fcd92c","Untitled","466","01D94B48","False","D:\Gorstak\Powershell\ChatGPT\Untitled\e920503a_466b_01D94B48.ps1","powershell"
"fence","assistant","Kill untrusted LAN processes","68fca7c7-e4d4-832b-859d-12b224445a83","99a2c6fa-ec03-4af4-b68f-37a7c444d961","Kill-UntrustedLanProcesses","2342","6509D113","False","D:\Gorstak\Powershell\ChatGPT\Kill-UntrustedLanProcesses\99a2c6fa_2342b_6509D113.ps1","powershell"
"fence","assistant","Kill untrusted LAN processes","68fca7c7-e4d4-832b-859d-12b224445a83","a0cdf708-7acb-42db-a272-e53e7212dccb","Kill-UntrustedLanOrListeningProcesses","2769","AFD82B1D","False","D:\Gorstak\Powershell\ChatGPT\Kill-UntrustedLanOrListeningProcesses\a0cdf708_2769b_AFD82B1D.ps1","powershell"
"fence","assistant","Transform to DLL","68fe42fe-0e40-8331-9998-e0e19bbdaf0e","9ad8c73f-c5cf-44d3-86b6-1defed5fb1de","Untitled","190","5F52005A","False","D:\Gorstak\Powershell\ChatGPT\Untitled\9ad8c73f_190b_5F52005A.ps1","powershell"
"fence","assistant","Transform to DLL","68fe42fe-0e40-8331-9998-e0e19bbdaf0e","d2dd7a58-eefd-4a7d-bda6-d864dd13b9b0","Untitled","316","A3B11837","False","D:\Gorstak\Powershell\ChatGPT\Untitled\d2dd7a58_316b_A3B11837.ps1","powershell"
"fence","assistant","Add console output","693219fb-53a0-8329-abff-2e0c0e94dc5c","6445a5de-c556-47b3-828a-e0b30b3fa119","Antivirus","14078","D597AE03","False","D:\Gorstak\Powershell\ChatGPT\Antivirus\6445a5de_14078b_D597AE03.ps1","powershell"
"fence","assistant","Add console output","693219fb-53a0-8329-abff-2e0c0e94dc5c","836152a7-7ca1-41e7-a0d6-d14c0f8d1924","Untitled","170","85C17620","False","D:\Gorstak\Powershell\ChatGPT\Untitled\836152a7_170b_85C17620.ps1","powershell"
"fence","assistant","Add console output","693219fb-53a0-8329-abff-2e0c0e94dc5c","836152a7-7ca1-41e7-a0d6-d14c0f8d1924","Untitled","498","859B464C","False","D:\Gorstak\Powershell\ChatGPT\Untitled\836152a7_498b_859B464C.ps1","powershell"
"fence","assistant","Add console output","693219fb-53a0-8329-abff-2e0c0e94dc5c","836152a7-7ca1-41e7-a0d6-d14c0f8d1924","Untitled","449","64557DF6","False","D:\Gorstak\Powershell\ChatGPT\Untitled\836152a7_449b_64557DF6.ps1","powershell"
"fence","assistant","Add console output","693219fb-53a0-8329-abff-2e0c0e94dc5c","836152a7-7ca1-41e7-a0d6-d14c0f8d1924","Untitled","278","D25109B5","False","D:\Gorstak\Powershell\ChatGPT\Untitled\836152a7_278b_D25109B5.ps1","powershell"
